Time,Latitude,Longitude,Altitude,Easting,Northing,Zone,Letter
64452,42.338631666666664,8.759743333333333,17.8,480208.35147375776,4687403.172341568,32,T
64452,42.338631666666664,8.759743333333333,17.8,480208.35147375776,4687403.172341568,32,T
64453,42.33864166666667,8.759725,17.8,480206.8443621411,4687404.286962259,32,T
64453,42.33864166666667,8.759725,17.8,480206.8443621411,4687404.286962259,32,T
64453,42.33864166666667,8.759725,17.8,480206.8443621411,4687404.286962259,32,T
64453,42.33864166666667,8.759725,17.8,480206.8443621411,4687404.286962259,32,T
64453,42.33864166666667,8.759725,17.8,480206.8443621411,4687404.286962259,32,T
64453,42.33864166666667,8.759725,17.8,480206.8443621411,4687404.286962259,32,T
64454,42.338656666666665,8.759701666666666,18.0,480204.92693360534,4687405.957924349,32,T
64454,42.338656666666665,8.759701666666666,18.0,480204.92693360534,4687405.957924349,32,T
64454,42.338656666666665,8.759701666666666,18.0,480204.92693360534,4687405.957924349,32,T
64455,42.33866666666667,8.759683333333333,18.1,480203.419823134,4687407.072545788,32,T
64455,42.33866666666667,8.759683333333333,18.1,480203.419823134,4687407.072545788,32,T
64455,42.33866666666667,8.759683333333333,18.1,480203.419823134,4687407.072545788,32,T
64456,42.33867333333333,8.759666666666666,18.2,480202.04896265926,4687407.816661257,32,T
64456,42.33867333333333,8.759666666666666,18.2,480202.04896265926,4687407.816661257,32,T
64456,42.33867333333333,8.759666666666666,18.2,480202.04896265926,4687407.816661257,32,T
64457,42.338683333333336,8.759646666666667,18.4,480200.4045579049,4687408.931671226,32,T
64457,42.338683333333336,8.759646666666667,18.4,480200.4045579049,4687408.931671226,32,T
64457,42.338683333333336,8.759646666666667,18.4,480200.4045579049,4687408.931671226,32,T
64458,42.338695,8.759633333333333,18.8,480199.3098570288,4687410.230189051,32,T
64458,42.338695,8.759633333333333,18.8,480199.3098570288,4687410.230189051,32,T
64458,42.338695,8.759633333333333,18.8,480199.3098570288,4687410.230189051,32,T
64458,42.338695,8.759633333333333,18.8,480199.3098570288,4687410.230189051,32,T
64458,42.338695,8.759633333333333,18.8,480199.3098570288,4687410.230189051,32,T
64458,42.338695,8.759633333333333,18.8,480199.3098570288,4687410.230189051,32,T
64459,42.338705,8.75962,19.3,480198.21463363856,4687411.343647838,32,T
64459,42.338705,8.75962,19.3,480198.21463363856,4687411.343647838,32,T
64459,42.338705,8.75962,19.3,480198.21463363856,4687411.343647838,32,T
64460,42.33871333333333,8.759611666666666,19.5,480197.53077286907,4687412.270883681,32,T
64460,42.33871333333333,8.759611666666666,19.5,480197.53077286907,4687412.270883681,32,T
64460,42.33871333333333,8.759611666666666,19.5,480197.53077286907,4687412.270883681,32,T
64461,42.338725,8.759599999999999,19.8,480196.5733680986,4687413.569013977,32,T
